,Array,Time,Permutation Count
Refined,"[0, 1, 2, 3, 4, 5]",0.0013661384582519531,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013380050659179688,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014369487762451172,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014388561248779297,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012891292572021484,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013360977172851562,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012989044189453125,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014541149139404297,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0016088485717773438,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001409769058227539,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015268325805664062,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015461444854736328,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012590885162353516,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013079643249511719,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012938976287841797,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001341104507446289,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013689994812011719,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014488697052001953,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013818740844726562,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013179779052734375,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014379024505615234,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012969970703125,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013027191162109375,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013079643249511719,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013480186462402344,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015959739685058594,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001413106918334961,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001383066177368164,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014071464538574219,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013072490692138672,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013670921325683594,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013587474822998047,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013127326965332031,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013501644134521484,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0016009807586669922,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001428842544555664,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001341104507446289,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014028549194335938,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013418197631835938,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013811588287353516,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012881755828857422,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013780593872070312,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001474142074584961,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014719963073730469,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013120174407958984,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013229846954345703,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015110969543457031,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015780925750732422,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013470649719238281,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013098716735839844,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013301372528076172,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001355886459350586,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013189315795898438,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013208389282226562,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012977123260498047,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013229846954345703,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013308525085449219,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015480518341064453,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014698505401611328,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013439655303955078,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013298988342285156,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012869834899902344,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012919902801513672,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013020038604736328,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012969970703125,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015170574188232422,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012841224670410156,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001516103744506836,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014379024505615234,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013339519500732422,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013041496276855469,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013208389282226562,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013167858123779297,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012998580932617188,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013539791107177734,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001519918441772461,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013089179992675781,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013659000396728516,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0015490055084228516,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013632774353027344,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013751983642578125,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012969970703125,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013439655303955078,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013251304626464844,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0014619827270507812,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013401508331298828,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013430118560791016,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001348257064819336,720
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.014377117156982422,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00923609733581543,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009792089462280273,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009376049041748047,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009727001190185547,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009299993515014648,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009478092193603516,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009646177291870117,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009901762008666992,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010692119598388672,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011078834533691406,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010588884353637695,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009904146194458008,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.013007164001464844,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010609149932861328,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010042905807495117,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009408950805664062,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010231733322143555,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.01123809814453125,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010890960693359375,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010565996170043945,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010011911392211914,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011538982391357422,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009300947189331055,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00985407829284668,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.0095672607421875,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009813070297241211,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010304927825927734,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009502887725830078,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.018247127532958984,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011704683303833008,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.0116119384765625,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009767770767211914,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009419918060302734,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00955510139465332,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009423255920410156,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009619951248168945,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009708881378173828,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009607791900634766,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009882926940917969,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011157035827636719,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011467933654785156,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011966228485107422,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010302066802978516,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011695146560668945,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009681940078735352,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010164976119995117,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009933948516845703,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009525060653686523,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009859085083007812,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009698867797851562,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010106086730957031,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009498119354248047,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009662866592407227,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009531259536743164,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009807825088500977,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009354352951049805,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009691953659057617,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009398937225341797,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009962081909179688,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009283065795898438,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009887933731079102,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009429931640625,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00966191291809082,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011278867721557617,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011060237884521484,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010036945343017578,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009510993957519531,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009803056716918945,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009449005126953125,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009682893753051758,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00954294204711914,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010833978652954102,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.020333051681518555,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009460926055908203,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.01011800765991211,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.0092010498046875,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009804964065551758,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009271860122680664,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.01013803482055664,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009780168533325195,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011421918869018555,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.01059103012084961,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.00980997085571289,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009914159774780273,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009798049926757812,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009804248809814453,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.010499238967895508,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009354114532470703,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009959936141967773,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009896039962768555,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.011150836944580078,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009856939315795898,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009723901748657227,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.013426065444946289,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009325265884399414,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009570121765136719,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009585142135620117,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009872913360595703,5040
Refined,"[0, 1, 2, 3, 4, 5, 6]",0.009886026382446289,5040
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.08644700050354004,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0805661678314209,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07827615737915039,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07985305786132812,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07874512672424316,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07848405838012695,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07836008071899414,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07747101783752441,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07862496376037598,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07814812660217285,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07783699035644531,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07770490646362305,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07747507095336914,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07819890975952148,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0772700309753418,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07820701599121094,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07861685752868652,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07822108268737793,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07756423950195312,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07829928398132324,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07803797721862793,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07775020599365234,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07813501358032227,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07834792137145996,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07896018028259277,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07873201370239258,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07804203033447266,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07805800437927246,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07813405990600586,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.09324502944946289,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07854485511779785,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0775301456451416,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0785059928894043,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07837319374084473,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07809996604919434,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07823491096496582,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07787299156188965,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0780801773071289,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07876992225646973,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0775899887084961,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07811522483825684,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0810389518737793,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07857394218444824,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07819008827209473,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07791304588317871,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07779312133789062,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07792186737060547,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07879924774169922,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07772588729858398,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0777890682220459,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07817220687866211,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07810187339782715,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07770276069641113,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07802081108093262,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07840394973754883,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07790589332580566,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07795906066894531,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07852506637573242,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0824439525604248,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07832884788513184,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07848000526428223,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07759785652160645,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.09376716613769531,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07781195640563965,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07850122451782227,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07851219177246094,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07958006858825684,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07836604118347168,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07920098304748535,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07849621772766113,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07847094535827637,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07880115509033203,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07828307151794434,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07773017883300781,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07763290405273438,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07821106910705566,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07815313339233398,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07809996604919434,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07802009582519531,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07838988304138184,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07791829109191895,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07809805870056152,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07897400856018066,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07782387733459473,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07802891731262207,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07770013809204102,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07761216163635254,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07889699935913086,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0776970386505127,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07747721672058105,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07667732238769531,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07825708389282227,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07854700088500977,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07847094535827637,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07765483856201172,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07870006561279297,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07795095443725586,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.09267616271972656,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07798600196838379,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7]",0.07730388641357422,40320
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.670644998550415,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6690900325775146,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6730942726135254,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7006099224090576,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6705920696258545,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6750919818878174,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6874871253967285,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6966128349304199,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6809787750244141,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6927168369293213,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6827690601348877,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6808269023895264,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7003118991851807,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6973869800567627,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6736841201782227,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6810328960418701,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6626269817352295,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6752676963806152,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6709439754486084,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6665890216827393,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6724669933319092,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.689784049987793,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6996240615844727,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6856842041015625,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7164008617401123,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7063660621643066,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6810390949249268,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.666428804397583,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6735928058624268,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6781470775604248,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7295742034912109,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7314059734344482,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7073071002960205,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.683258056640625,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.662639856338501,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6738908290863037,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6958818435668945,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6697051525115967,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6889970302581787,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.692126989364624,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.669374942779541,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6809649467468262,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6697590351104736,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6752469539642334,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6701371669769287,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6795508861541748,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6759490966796875,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6899421215057373,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6672587394714355,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6741609573364258,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6711089611053467,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7039239406585693,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6749138832092285,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7035262584686279,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.6872227191925049,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.679224967956543,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7293221950531006,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7682149410247803,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7278680801391602,362880
Refined,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0.7286791801452637,362880
